"","gemeinde_name","tooltip","total","gemeinde_nummer","gemeinde_d"
"1358","Pfeffingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2772,"Pfeffingen"
"1359","Büren (SO)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2472,"Büren SO"
"1360","Aesch (BL)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2761,"Aesch BL"
"1361","Breitenbach","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2613,"Breitenbach"
"1362","Binningen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2765,"Binningen"
"1363","Hochwald","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2475,"Hochwald"
"1364","Metzerlen-Mariastein","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2477,"Metzerlen-Mariastein"
"1365","Erschwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2615,"Erschwil"
"1366","Biel-Benken","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2764,"Biel-Benken"
"1367","Seewen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2480,"Seewen"
"1368","Bärschwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2611,"Bärschwil"
"1369","Allschwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2762,"Allschwil"
"1370","Lauwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2889,"Lauwil"
"1371","Nunningen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2621,"Nunningen"
"1372","Kleinlützel","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2619,"Kleinlützel"
"1373","Laufen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2787,"Laufen"
"1374","Dornach","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2473,"Dornach"
"1375","Ettingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2768,"Ettingen"
"1376","Grindel","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2617,"Grindel"
"1377","Burg im Leimental","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2783,"Burg im Leimental"
"1378","Münchenstein","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2769,"Münchenstein"
"1379","Bättwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2471,"Bättwil"
"1380","Witterswil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2481,"Witterswil"
"1381","Duggingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2785,"Duggingen"
"1382","Schönenbuch","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2774,"Schönenbuch"
"1383","Therwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2775,"Therwil"
"1384","Grellingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2786,"Grellingen"
"1385","Gempen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2474,"Gempen"
"1386","Bretzwil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2883,"Bretzwil"
"1387","Himmelried","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2618,"Himmelried"
"1388","Arlesheim","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2763,"Arlesheim"
"1389","Bottmingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2767,"Bottmingen"
"1390","Lupsingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2830,"Lupsingen"
"1391","Birsfelden","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2766,"Birsfelden"
"1392","Pratteln","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2831,"Pratteln"
"1393","Meltingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2620,"Meltingen"
"1394","Muttenz","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2770,"Muttenz"
"1395","Rodersdorf","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2479,"Rodersdorf"
"1396","Liesberg","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2788,"Liesberg"
"1397","Hofstetten-Flüh","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£31.98$/td£$td style='text-align:right@'£13.73$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£14.26$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",31.98,2476,"Hofstetten-Flüh"
"1398","Val Müstair","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£Provedimaint electric Val Müstair (PEM¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.33$/td£$td style='text-align:right@'£8.8$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£15.9$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",28.33,3847,"Val Müstair"
"1399","Albinen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£24.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",24.58,6102,"Albinen"
"1400","Turtmann-Unterems","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£24.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",24.58,6119,"Turtmann-Unterems"
"1401","Oberems","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£24.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",24.58,6112,"Oberems"
"1402","Leukerbad","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£25.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",25.58,6111,"Leukerbad"
"1403","Ergisch","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£24.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",24.58,6104,"Ergisch"
"1404","Guttet-Feschel","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£RELL AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£24.58$/td£$td style='text-align:right@'£8.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",24.58,6117,"Guttet-Feschel"
