"","gemeinde_nummer","gemeinde_name_x","total_2026","gemeinde_name_y","total_2025","diff","pourc_diff","abs_pourc_diff"
"1636",5665,"Chavannes-sur-Moudon",29.32,"Chavannes-sur-Moudon",29.66,0.34,1.15,1.15
"1637",5477,"Cossonay",30.32,"Cossonay",30.66,0.34,1.11,1.11
"1638",5705,"Bogis-Bossey",30.02,"Bogis-Bossey",30.36,0.34,1.12,1.12
"1639",5634,"Echichens",29.32,"Echichens",29.66,0.34,1.15,1.15
"1640",6610,"Céligny",28.69,"Céligny",29.04,0.35,1.21,1.21
"1641",5645,"Romanel-sur-Morges",30.02,"Romanel-sur-Morges",30.36,0.34,1.12,1.12
"1642",5527,"Morrens (VD)",30.02,"Morrens (VD)",30.36,0.34,1.12,1.12
"1643",5490,"Moiry",30.02,"Moiry",30.36,0.34,1.12,1.12
"1644",5403,"Chessel",29.32,"Chessel",29.66,0.34,1.15,1.15
"1645",5412,"Rennaz",30.02,"Rennaz",30.36,0.34,1.12,1.12
"1646",5482,"Eclépens",30.02,"Eclépens",30.36,0.34,1.12,1.12
"1647",5430,"Marchissy",29.32,"Marchissy",29.66,0.34,1.15,1.15
"1648",5484,"Gollion",30.02,"Gollion",30.36,0.34,1.12,1.12
"1649",5408,"Noville",30.02,"Noville",30.36,0.34,1.12,1.12
"1650",5812,"Champtauroz",30.02,"Champtauroz",30.36,0.34,1.12,1.12
"1651",5742,"Agiez",30.02,"Agiez",30.36,0.34,1.12,1.12
"1652",5752,"Croy",30.02,"Croy",30.36,0.34,1.12,1.12
"1653",5760,"Rances",29.32,"Rances",29.66,0.34,1.15,1.15
"1654",5556,"Fiez",30.02,"Fiez",30.36,0.34,1.12,1.12
"1655",5401,"Aigle",30.62,"Aigle",30.96,0.34,1.1,1.1
"1656",5496,"Penthaz",30.02,"Penthaz",30.36,0.34,1.12,1.12
"1657",5719,"Gingins",29.32,"Gingins",29.66,0.34,1.15,1.15
"1658",5680,"Ogens",30.02,"Ogens",30.36,0.34,1.12,1.12
"1659",5937,"Vugelles-La Mothe",29.32,"Vugelles-La Mothe",29.66,0.34,1.15,1.15
"1660",5892,"Blonay - Saint-Légier",30.02,"Blonay - Saint-Légier",30.36,0.34,1.12,1.12
"1661",5413,"Roche (VD)",30.22,"Roche (VD)",30.56,0.34,1.11,1.11
"1662",5828,"Treytorrens (Payerne)",30.02,"Treytorrens (Payerne)",30.36,0.34,1.12,1.12
"1663",5557,"Fontaines-sur-Grandson",30.02,"Fontaines-sur-Grandson",30.36,0.34,1.12,1.12
"1664",5559,"Giez",30.32,"Giez",30.66,0.34,1.11,1.11
"1665",5930,"Suscévaz",29.32,"Suscévaz",29.66,0.34,1.15,1.15
"1666",5860,"Perroy",29.32,"Perroy",29.66,0.34,1.15,1.15
"1667",6156,"Troistorrents",28.69,"Troistorrents",29.04,0.35,1.21,1.21
"1668",5409,"Ollon",30.22,"Ollon",32.25,2.03,6.29,6.29
"1669",5541,"Goumoëns",29.32,"Goumoëns",29.66,0.34,1.15,1.15
"1670",5537,"Villars-le-Terroir",29.32,"Villars-le-Terroir",29.66,0.34,1.15,1.15
"1671",5905,"Champvent",29.32,"Champvent",29.66,0.34,1.15,1.15
"1672",5701,"Arnex-sur-Nyon",29.32,"Arnex-sur-Nyon",29.66,0.34,1.15,1.15
"1673",5514,"Bottens",30.02,"Bottens",30.36,0.34,1.12,1.12
"1674",5429,"Longirod",29.32,"Longirod",29.66,0.34,1.15,1.15
"1675",5623,"Buchillon",29.32,"Buchillon",29.66,0.34,1.15,1.15
"1676",5633,"Echandens",29.32,"Echandens",29.66,0.34,1.15,1.15
"1677",5646,"Saint-Prex",29.32,"Saint-Prex",29.66,0.34,1.15,1.15
"1678",5553,"Champagne",30.02,"Champagne",30.36,0.34,1.12,1.12
"1679",5560,"Grandevent",29.32,"Grandevent",29.66,0.34,1.15,1.15
"1680",5571,"Tévenon",30.02,"Tévenon",30.36,0.34,1.12,1.12
"1681",5650,"Vaux-sur-Morges",29.32,"Vaux-sur-Morges",29.66,0.34,1.15,1.15
"1682",5718,"Genolier",30.02,"Genolier",30.36,0.34,1.12,1.12
"1683",5763,"Valeyres-sous-Rances",30.02,"Valeyres-sous-Rances",30.36,0.34,1.12,1.12
"1684",5747,"Bofflens",30.02,"Bofflens",30.36,0.34,1.12,1.12
"1685",5683,"Prévonloup",29.32,"Prévonloup",29.66,0.34,1.15,1.15
"1686",5639,"Lully (VD)",29.32,"Lully (VD)",29.66,0.34,1.15,1.15
"1687",5663,"Bussy-sur-Moudon",29.32,"Bussy-sur-Moudon",29.66,0.34,1.15,1.15
"1688",5746,"Bavois",30.02,"Bavois",30.36,0.34,1.12,1.12
"1689",5713,"Crans (VD)",30.02,"Crans (VD)",30.36,0.34,1.12,1.12
"1690",6159,"Vouvry",29.69,"Vouvry",30.04,0.35,1.17,1.17
"1691",5909,"Cheseaux-Noréaz",29.32,"Cheseaux-Noréaz",29.66,0.34,1.15,1.15
"1692",5932,"Ursins",29.32,"Ursins",29.66,0.34,1.15,1.15
"1693",6155,"Saint-Gingolph",29.69,"Saint-Gingolph",30.04,0.35,1.17,1.17
"1694",5491,"Mont-la-Ville",30.02,"Mont-la-Ville",30.36,0.34,1.12,1.12
"1695",5757,"Orbe",30.05,"Orbe",31.43,1.39,4.42,4.42
"1696",5706,"Borex",30.02,"Borex",30.36,0.34,1.12,1.12
"1697",5759,"Premier",30.02,"Premier",30.36,0.34,1.12,1.12
"1698",5934,"Valeyres-sous-Ursins",29.32,"Valeyres-sous-Ursins",29.66,0.34,1.15,1.15
"1699",5914,"Ependes (VD)",29.32,"Ependes (VD)",29.66,0.34,1.15,1.15
"1700",5933,"Valeyres-sous-Montagny",30.02,"Valeyres-sous-Montagny",30.36,0.34,1.12,1.12
"1701",5704,"Begnins",30.42,"Begnins",30.03,-0.39,-1.3,1.3
"1702",5692,"Vucherens",29.62,"Vucherens",29.96,0.34,1.13,1.13
"1703",5640,"Lussy-sur-Morges",29.32,"Lussy-sur-Morges",29.66,0.34,1.15,1.15
"1704",6158,"Vionnaz",29.69,"Vionnaz",30.04,0.35,1.17,1.17
"1705",5711,"Commugny",29.32,"Commugny",29.66,0.34,1.15,1.15
"1706",5722,"Grens",30.02,"Grens",30.36,0.34,1.12,1.12
"1707",5690,"Villars-le-Comte",29.32,"Villars-le-Comte",29.66,0.34,1.15,1.15
"1708",5693,"Montanaire",30.02,"Montanaire",30.36,0.34,1.12,1.12
"1709",5919,"Mathod",29.32,"Mathod",29.66,0.34,1.15,1.15
"1710",5741,"L'Abergement",30.02,"L'Abergement",30.36,0.34,1.12,1.12
"1711",5730,"Trélex",29.32,"Trélex",29.66,0.34,1.15,1.15
"1712",5518,"Echallens",29.32,"Echallens",29.66,0.34,1.15,1.15
"1713",5521,"Etagnières",30.02,"Etagnières",30.36,0.34,1.12,1.12
"1714",5688,"Syens",29.32,"Syens",29.66,0.34,1.15,1.15
"1715",5497,"Pompaples",30.02,"Pompaples",30.36,0.34,1.12,1.12
"1716",5723,"Mies",30.02,"Mies",30.36,0.34,1.12,1.12
"1717",5405,"Gryon",30.02,"Gryon",32.15,2.13,6.63,6.63
"1718",5520,"Essertines-sur-Yverdon",29.32,"Essertines-sur-Yverdon",29.66,0.34,1.15,1.15
"1719",5792,"Montpreveyres",30.02,"Montpreveyres",30.36,0.34,1.12,1.12
"1720",5714,"Crassier",30.02,"Crassier",30.36,0.34,1.12,1.12
"1721",5799,"Servion",30.02,"Servion",30.36,0.34,1.12,1.12
"1722",5707,"Chavannes-de-Bogis",30.02,"Chavannes-de-Bogis",30.36,0.34,1.12,1.12
"1723",5415,"Yvorne",30.72,"Yvorne",31.06,0.34,1.09,1.09
"1724",5926,"Pomy",30.02,"Pomy",30.36,0.34,1.12,1.12
"1725",5436,"Saint-Oyens",30.02,"Saint-Oyens",30.36,0.34,1.12,1.12
"1726",5854,"Burtigny",30.02,"Burtigny",30.36,0.34,1.12,1.12
"1727",5717,"Founex",30.02,"Founex",30.36,0.34,1.12,1.12
"1728",6037,"Val de Bagnes",30.42,"Val de Bagnes",31.76,1.34,4.22,4.22
"1729",6131,"Bovernier",30.7,"Bovernier",31.54,0.84,2.66,2.66
"1730",6035,"Sembrancher",30.7,"Sembrancher",32.04,1.34,4.18,4.18
"1731",5591,"Renens (VD)",32.38,"Renens (VD)",34.91,2.53,7.25,7.25
"1732",5627,"Chavannes-près-Renens",31.08,"Chavannes-près-Renens",34.91,3.83,10.97,10.97
"1733",5635,"Ecublens (VD)",31.33,"Ecublens (VD)",35.16,3.83,10.89,10.89
"1734",5583,"Crissier",30.88,"Crissier",34.71,3.83,11.03,11.03
"1735",2546,"Grenchen",27.5,"Grenchen",31.4,3.9,12.42,12.42
"1736",4201,"Lenzburg",26.59,"Lenzburg",37.26,10.66,28.61,28.61
"1737",5648,"Saint-Sulpice (VD)",27.9,"Saint-Sulpice (VD)",31.06,3.16,10.17,10.17
"1738",5585,"Jouxtens-Mézery",26.2,"Jouxtens-Mézery",29.36,3.16,10.76,10.76
"1739",5584,"Epalinges",28.1,"Epalinges",31.26,3.16,10.11,10.11
"1740",5589,"Prilly",27.7,"Prilly",31.86,4.16,13.06,13.06
"1741",6211,"Collonges",26.28,"Collonges",30.06,3.78,12.57,12.57
"1742",5587,"Le Mont-sur-Lausanne",28.1,"Le Mont-sur-Lausanne",31.56,3.46,10.96,10.96
"1743",5586,"Lausanne",30.5,"Lausanne",34.74,4.24,12.2,12.2
"1744",6711,"Delémont",29.69,"Delémont",28.83,-0.86,-2.98,2.98
"1745",6638,"Satigny",24.88,"Satigny",25.13,0.25,0.99,0.99
"1746",6620,"Dardagny",24.88,"Dardagny",25.13,0.25,0.99,0.99
"1747",6603,"Avully",24.88,"Avully",25.13,0.25,0.99,0.99
"1748",6627,"Laconnex",24.88,"Laconnex",25.13,0.25,0.99,0.99
"1749",6626,"Jussy",24.88,"Jussy",25.13,0.25,0.99,0.99
"1750",6605,"Bardonnex",24.88,"Bardonnex",25.13,0.25,0.99,0.99
"1751",6615,"Collex-Bossy",24.88,"Collex-Bossy",25.13,0.25,0.99,0.99
"1752",6636,"Puplinge",24.88,"Puplinge",25.13,0.25,0.99,0.99
"1753",6640,"Thônex",24.88,"Thônex",25.13,0.25,0.99,0.99
"1754",6607,"Bernex",24.88,"Bernex",25.13,0.25,0.99,0.99
"1755",6634,"Pregny-Chambésy",24.88,"Pregny-Chambésy",25.13,0.25,0.99,0.99
"1756",6624,"Gy",24.88,"Gy",25.13,0.25,0.99,0.99
"1757",6642,"Vandoeuvres",24.88,"Vandoeuvres",25.13,0.25,0.99,0.99
"1758",6604,"Avusy",24.88,"Avusy",25.13,0.25,0.99,0.99
"1759",6608,"Carouge (GE)",24.88,"Carouge (GE)",25.13,0.25,0.99,0.99
"1760",6614,"Choulex",24.88,"Choulex",25.13,0.25,0.99,0.99
"1761",6617,"Cologny",24.88,"Cologny",25.13,0.25,0.99,0.99
"1762",6630,"Meyrin",24.88,"Meyrin",25.13,0.25,0.99,0.99
"1763",6611,"Chancy",24.88,"Chancy",25.13,0.25,0.99,0.99
"1764",6645,"Veyrier",24.88,"Veyrier",25.13,0.25,0.99,0.99
"1765",6643,"Vernier",24.88,"Vernier",25.13,0.25,0.99,0.99
"1766",6632,"Perly-Certoux",24.88,"Perly-Certoux",25.13,0.25,0.99,0.99
"1767",6612,"Chêne-Bougeries",24.88,"Chêne-Bougeries",25.13,0.25,0.99,0.99
"1768",6631,"Onex",24.88,"Onex",25.13,0.25,0.99,0.99
"1769",6606,"Bellevue",24.88,"Bellevue",25.13,0.25,0.99,0.99
"1770",6602,"Anières",24.88,"Anières",25.13,0.25,0.99,0.99
"1771",6613,"Chêne-Bourg",24.88,"Chêne-Bourg",25.13,0.25,0.99,0.99
"1772",6637,"Russin",24.88,"Russin",25.13,0.25,0.99,0.99
"1773",6618,"Confignon",24.88,"Confignon",25.13,0.25,0.99,0.99
"1774",6616,"Collonge-Bellerive",24.88,"Collonge-Bellerive",25.13,0.25,0.99,0.99
"1775",6639,"Soral",24.88,"Soral",25.13,0.25,0.99,0.99
"1776",6633,"Plan-les-Ouates",24.88,"Plan-les-Ouates",25.13,0.25,0.99,0.99
"1777",6609,"Cartigny",24.88,"Cartigny",25.13,0.25,0.99,0.99
"1778",6644,"Versoix",24.88,"Versoix",25.13,0.25,0.99,0.99
"1779",6601,"Aire-la-Ville",24.88,"Aire-la-Ville",25.13,0.25,0.99,0.99
"1780",6622,"Genthod",24.88,"Genthod",25.13,0.25,0.99,0.99
"1781",6625,"Hermance",24.88,"Hermance",25.13,0.25,0.99,0.99
"1782",6629,"Meinier",24.88,"Meinier",25.13,0.25,0.99,0.99
"1783",6641,"Troinex",24.88,"Troinex",25.13,0.25,0.99,0.99
"1784",6621,"Genève",24.88,"Genève",25.13,0.25,0.99,0.99
"1785",6628,"Lancy",24.88,"Lancy",25.13,0.25,0.99,0.99
"1786",6619,"Corsier (GE)",24.88,"Corsier (GE)",25.13,0.25,0.99,0.99
"1787",6623,"Le Grand-Saconnex",24.88,"Le Grand-Saconnex",25.13,0.25,0.99,0.99
"1788",6635,"Presinge",24.88,"Presinge",25.13,0.25,0.99,0.99
"1789",5724,"Nyon",33.2,"Nyon",34.22,1.02,2.98,2.98
"1790",6136,"Martigny",25.64,"Martigny",27.1,1.46,5.39,5.39
"1791",6137,"Martigny-Combe",24.84,"Martigny-Combe",26.3,1.46,5.55,5.55
"1792",3810,"Santa Maria in Calanca",28.26,"Santa Maria in Calanca",37.33,9.07,24.3,24.3
"1793",3805,"Castaneda",29.26,"Castaneda",36.33,7.07,19.46,19.46
"1794",3834,"Roveredo (GR)",28.26,"Roveredo (GR)",36.33,8.07,22.21,22.21
"1795",3835,"San Vittore",29.26,"San Vittore",35.79,6.52,18.22,18.22
"1796",5304,"Bosco/Gurin",29.95,"Bosco/Gurin",34.04,4.09,12.02,12.02
"1797",5076,"Personico",29.95,"Personico",34.04,4.09,12.02,12.02
"1798",5396,"Terre di Pedemonte",29.95,"Terre di Pedemonte",34.04,4.09,12.02,12.02
"1799",5108,"Gordola",29.95,"Gordola",34.04,4.09,12.02,12.02
"1800",5315,"Linescio",29.95,"Linescio",34.04,4.09,12.02,12.02
"1801",5048,"Acquarossa",29.95,"Acquarossa",34.04,4.09,12.02,12.02
"1802",5398,"Gambarogno",30.4,"Gambarogno",34.04,3.65,10.72,10.72
"1803",5317,"Maggia",29.95,"Maggia",34.04,4.09,12.02,12.02
"1804",5112,"Lavertezzo",29.95,"Lavertezzo",34.04,4.09,12.02,12.02
"1805",5324,"Avegno Gordevio",29.95,"Avegno Gordevio",34.04,4.09,12.02,12.02
"1806",5115,"Losone",29.95,"Losone",34.04,4.09,12.02,12.02
"1807",5323,"Lavizzara",29.95,"Lavizzara",34.04,4.09,12.02,12.02
"1808",5096,"Brione sopra Minusio",29.95,"Brione sopra Minusio",34.04,4.09,12.02,12.02
"1809",5309,"Cerentino",29.95,"Cerentino",34.04,4.09,12.02,12.02
"1810",5118,"Minusio",29.95,"Minusio",34.04,4.09,12.02,12.02
"1811",5399,"Verzasca",29.95,"Verzasca",34.04,4.09,12.02,12.02
"1812",5138,"Cugnasco-Gerra",29.95,"Cugnasco-Gerra",34.04,4.09,12.02,12.02
"1813",5079,"Quinto",29.95,"Quinto",34.04,4.09,12.02,12.02
"1814",5073,"Giornico",29.95,"Giornico",34.04,4.09,12.02,12.02
"1815",5049,"Blenio",29.95,"Blenio",34.04,4.09,12.02,12.02
"1816",5078,"Prato (Leventina)",29.95,"Prato (Leventina)",34.04,4.09,12.02,12.02
"1817",5113,"Locarno",29.95,"Locarno",34.04,4.09,12.02,12.02
"1818",5077,"Pollegio",29.95,"Pollegio",34.04,4.09,12.02,12.02
"1819",5120,"Muralto",29.95,"Muralto",34.04,4.09,12.02,12.02
"1820",5117,"Mergoscia",29.95,"Mergoscia",34.04,4.09,12.02,12.02
"1821",5307,"Campo (Vallemaggia)",29.95,"Campo (Vallemaggia)",34.04,4.09,12.02,12.02
"1822",5131,"Tenero-Contra",29.95,"Tenero-Contra",34.04,4.09,12.02,12.02
"1823",5310,"Cevio",29.95,"Cevio",34.04,4.09,12.02,12.02
"1824",5071,"Dalpe",29.95,"Dalpe",34.04,4.09,12.02,12.02
"1825",5136,"Onsernone",29.95,"Onsernone",34.04,4.09,12.02,12.02
"1826",5281,"Biasca",29.95,"Biasca",34.04,4.09,12.02,12.02
"1827",5397,"Centovalli",29.95,"Centovalli",34.04,4.09,12.02,12.02
"1828",5050,"Serravalle",29.95,"Serravalle",34.04,4.09,12.02,12.02
"1829",5287,"Riviera",29.95,"Riviera",34.04,4.09,12.02,12.02
"1830",5064,"Bodio",29.95,"Bodio",34.04,4.09,12.02,12.02
"1831",5121,"Orselina",29.95,"Orselina",34.04,4.09,12.02,12.02
"1832",5097,"Brissago",29.95,"Brissago",34.04,4.09,12.02,12.02
"1833",5125,"Ronco sopra Ascona",29.95,"Ronco sopra Ascona",34.04,4.09,12.02,12.02
"1834",5710,"Coinsins",30.04,"Coinsins",28.9,-1.14,-3.94,3.94
"1835",5715,"Duillier",31.64,"Duillier",28.9,-2.74,-9.48,9.48
"1836",5704,"Begnins",29.44,"Begnins",30.03,0.59,1.96,1.96
"1837",5721,"Gland",30.04,"Gland",30.5,0.46,1.51,1.51
"1838",5703,"Bassins",30.44,"Bassins",29.63,-0.81,-2.73,2.73
"1839",5855,"Dully",30.04,"Dully",29.28,-0.76,-2.6,2.6
"1840",5871,"L'Abbaye",35.86,"L'Abbaye",37.81,1.96,5.18,5.18
"1841",5872,"Le Chenit",35.86,"Le Chenit",37.81,1.96,5.18,5.18
"1842",5873,"Le Lieu",35.86,"Le Lieu",37.81,1.96,5.18,5.18
"1843",5851,"Allaman",34.78,"Allaman",36,1.22,3.39,3.39
"1844",5422,"Aubonne",34.78,"Aubonne",36,1.22,3.39,3.39
"1845",5636,"Etoy",34.78,"Etoy",36,1.22,3.39,3.39
"1846",5425,"Bière",34.78,"Bière",32.83,-1.96,-5.97,5.97
"1847",5426,"Bougy-Villars",34.08,"Bougy-Villars",35.3,1.21,3.43,3.43
"1848",5435,"Saint-Livres",34.78,"Saint-Livres",36,1.22,3.39,3.39
"1849",5427,"Féchy",34.08,"Féchy",36,1.91,5.31,5.31
"1850",432,"Cormoret",30.13,"Cormoret",30.68,0.55,1.79,1.79
"1851",6744,"La Chaux-des-Breuleux",29.53,"La Chaux-des-Breuleux",31.08,1.55,4.99,4.99
"1852",437,"Mont-Tramelan",30.13,"Mont-Tramelan",30.68,0.55,1.79,1.79
"1853",6753,"Muriaux",30.03,"Muriaux",30.88,0.85,2.75,2.75
"1854",6743,"Les Breuleux",29.53,"Les Breuleux",31.08,1.55,4.99,4.99
"1855",433,"Cortébert",30.33,"Cortébert",30.88,0.55,1.78,1.78
"1856",435,"La Ferrière",29.93,"La Ferrière",30.48,0.55,1.8,1.8
"1857",6754,"Le Noirmont",29.48,"Le Noirmont",30.98,1.5,4.84,4.84
"1858",6757,"Saignelégier",29.93,"Saignelégier",29.81,-0.11,-0.37,0.37
"1859",448,"Villeret",30.13,"Villeret",30.68,0.55,1.79,1.79
"1860",443,"Saint-Imier",30.55,"Saint-Imier",33.07,2.52,7.62,7.62
"1861",6741,"Le Bémont (JU)",29.93,"Le Bémont (JU)",30.83,0.9,2.92,2.92
"1862",445,"Sonvilier",30.23,"Sonvilier",30.78,0.55,1.79,1.79
"1863",6436,"Le Locle",30.53,"Le Locle",32.64,2.11,6.46,6.46
"1864",6742,"Les Bois",29.73,"Les Bois",30.91,1.18,3.82,3.82
"1865",434,"Courtelary",30.23,"Courtelary",30.78,0.55,1.79,1.79
"1866",441,"Renan (BE)",30.13,"Renan (BE)",30.68,0.55,1.79,1.79
"1867",3296,"Sargans",29.34,"Sargans",30.67,1.33,4.34,4.34
"1868",3401,"Degersheim",29.34,"Degersheim",32.87,3.53,10.74,10.74
"1869",4911,"Bürglen (TG)",29.23,"Bürglen (TG)",30.95,1.72,5.56,5.56
"1870",3036,"Wald (AR)",28.74,"Wald (AR)",30.07,1.33,4.42,4.42
"1871",3034,"Rehetobel",28.74,"Rehetobel",30.07,1.33,4.42,4.42
"1872",3427,"Wil (SG)",30.36,"Wil (SG)",30.94,0.57,1.84,1.84
"1873",3031,"Grub (AR)",28.74,"Grub (AR)",45.85,17.11,37.32,37.32
"1874",3005,"Stein (AR)",28.74,"Stein (AR)",30.07,1.33,4.42,4.42
"1875",3396,"Neckertal",28.74,"Neckertal",35.06,6.32,18.03,18.03
"1876",3001,"Herisau",28.74,"Herisau",30.07,1.33,4.42,4.42
"1877",3274,"Sennwald",29.34,"Sennwald",32.85,3.51,10.68,10.68
"1878",3407,"Oberuzwil",29.74,"Oberuzwil",31.07,1.33,4.28,4.28
"1879",3359,"Wildhaus-Alt St. Johann",29.34,"Wildhaus-Alt St. Johann",30.67,1.33,4.34,4.34
"1880",3291,"Bad Ragaz",29.34,"Bad Ragaz",30.67,1.33,4.34,4.34
"1881",3202,"Muolen",29.34,"Muolen",30.67,1.33,4.34,4.34
"1882",3024,"Teufen (AR)",28.74,"Teufen (AR)",30.07,1.33,4.42,4.42
"1883",3395,"Bütschwil-Ganterschwil",28.74,"Bütschwil-Ganterschwil",29.97,1.23,4.1,4.1
"1884",3023,"Speicher",28.74,"Speicher",30.07,1.33,4.42,4.42
"1885",3025,"Trogen",28.74,"Trogen",30.07,1.33,4.42,4.42
"1886",3394,"Mosnang",28.74,"Mosnang",29.29,0.55,1.88,1.88
"1887",3405,"Jonschwil",28.74,"Jonschwil",28.61,-0.13,-0.45,0.45
"1888",3294,"Pfäfers",29.34,"Pfäfers",30.67,1.33,4.34,4.34
"1889",3006,"Urnäsch",28.74,"Urnäsch",28.48,-0.26,-0.91,0.91
"1890",3379,"Wattwil",28.74,"Wattwil",32.89,4.15,12.62,12.62
"1891",3021,"Bühler",28.74,"Bühler",30.07,1.33,4.42,4.42
"1892",3292,"Flums",28.74,"Flums",33.37,4.63,13.87,13.87
"1893",3007,"Waldstatt",28.74,"Waldstatt",30.07,1.33,4.42,4.42
"1894",3316,"Weesen",29.34,"Weesen",30.67,1.33,4.34,4.34
"1895",3033,"Lutzenberg",28.74,"Lutzenberg",30.07,1.33,4.42,4.42
"1896",3002,"Hundwil",28.74,"Hundwil",30.07,1.33,4.42,4.42
"1897",3408,"Uzwil",29.74,"Uzwil",31.07,1.33,4.28,4.28
"1898",3342,"Eschenbach (SG)",29.34,"Eschenbach (SG)",30.67,1.33,4.34,4.34
"1899",3004,"Schwellbrunn",28.74,"Schwellbrunn",30.07,1.33,4.42,4.42
"1900",3341,"Gommiswald",29.34,"Gommiswald",30.67,1.33,4.34,4.34
"1901",3102,"Gonten",28.74,"Gonten",29.35,0.61,2.08,2.08
"1902",3360,"Nesslau",29.34,NA,NA,NA,NA,NA
"1903",3374,"Lichtensteig",29.64,"Lichtensteig",30.97,1.33,4.29,4.29
"1904",3311,"Amden",29.34,"Amden",30.67,1.33,4.34,4.34
"1905",3104,"Schlatt-Haslen",28.74,"Schlatt-Haslen",29.35,0.61,2.08,2.08
"1906",3022,"Gais",28.74,"Gais",30.07,1.33,4.42,4.42
"1907",3787,"St. Moritz",26.98,"St. Moritz",27.38,0.4,1.46,1.46
"1908",3782,"Celerina/Schlarigna",27.53,"Celerina/Schlarigna",27.93,0.4,1.43,1.43
"1909",3203,"St. Gallen",29.53,"St. Gallen",29.22,-0.31,-1.06,1.06
"1910",3204,"Wittenbach",30.59,"Wittenbach",33.89,3.3,9.74,9.74
"1911",4289,"Zofingen",31.51,"Zofingen",35.13,3.63,10.33,10.33
"1912",4285,"Strengelbach",31.71,"Strengelbach",35.33,3.63,10.27,10.27
"1913",230,"Winterthur",30.48,"Winterthur",32.53,2.05,6.3,6.3
"1914",3443,"Gossau (SG)",27.87,"Gossau (SG)",30.58,2.71,8.86,8.86
"1915",121,"Wetzikon (ZH)",30.92,"Wetzikon (ZH)",38.27,7.36,19.23,19.23
"1916",1062,"Malters",28.63,"Malters",29.52,0.89,3.01,3.01
"1917",2581,"Olten",30.42,"Olten",33.53,3.11,9.28,9.28
"1918",4006,"Gränichen",26.93,"Gränichen",33.38,6.45,19.32,19.32
"1919",4012,"Suhr",28.11,"Suhr",30.56,2.45,8.02,8.02
"1920",3251,"Altstätten",31.18,"Altstätten",31.4,0.22,0.7,0.7
"1921",3402,"Flawil",27.9,"Flawil",29.02,1.12,3.86,3.86
"1922",1632,"Glarus",29.66,"Glarus",31.1,1.44,4.63,4.63
"1923",1630,"Glarus Nord",32.85,"Glarus Nord",33.02,0.17,0.51,0.51
"1924",1631,"Glarus Süd",24.32,"Glarus Süd",23.6,-0.72,-3.05,3.05
"1925",3213,"Goldach",30.47,"Goldach",33.8,3.33,9.85,9.85
"1926",4195,"Egliswil",28.96,"Egliswil",33.08,4.12,12.45,12.45
"1927",4209,"Seon",28.96,"Seon",33.08,4.12,12.45,12.45
"1928",4946,"Weinfelden",31.93,"Weinfelden",33.97,2.05,6.03,6.03
"1929",3427,"Wil (SG)",31.12,"Wil (SG)",30.94,-0.18,-0.58,0.58
"1930",4048,"Würenlos",29.76,"Würenlos",32.88,3.12,9.49,9.49
"1931",4511,"Zihlschlacht-Sitterdorf",41.37,"Zihlschlacht-Sitterdorf",40.29,-1.07,-2.66,2.66
"1932",4495,"Hohentannen",41.37,"Hohentannen",32.81,-8.56,-26.09,26.09
"1933",4471,"Bischofszell",41.37,"Bischofszell",39.95,-1.42,-3.55,3.55
"1934",4486,"Hauptwil-Gottshaus",41.37,"Hauptwil-Gottshaus",33.13,-8.23,-24.84,24.84
"1935",3422,"Niederbüren",41.37,"Niederbüren",34.64,-6.73,-19.43,19.43
"1936",4566,"Frauenfeld",29.49,"Frauenfeld",32.52,3.03,9.32,9.32
"1937",3379,"Wattwil",29.23,"Wattwil",32.89,3.66,11.13,11.13
"1938",3945,"Trimmis",30.89,"Trimmis",31.01,0.12,0.39,0.39
"1939",6297,"Visp",24.62,"Visp",24.47,-0.15,-0.61,0.61
"1940",6004,"Eggerberg",24.62,"Eggerberg",24.47,-0.15,-0.61,0.61
"1941",6198,"Niedergesteln",24.62,"Niedergesteln",24.47,-0.15,-0.61,0.61
"1942",6193,"Bürchen",24.62,"Bürchen",24.47,-0.15,-0.61,0.61
"1943",6191,"Ausserberg",24.62,"Ausserberg",24.47,-0.15,-0.61,0.61
"1944",6281,"Baltschieder",24.62,"Baltschieder",24.47,-0.15,-0.61,0.61
"1945",6286,"Lalden",24.62,"Lalden",24.47,-0.15,-0.61,0.61
"1946",5756,"Montcherand",35.25,"Montcherand",31.4,-3.85,-12.26,12.26
"1947",5757,"Orbe",35.28,"Orbe",31.43,-3.85,-12.25,12.25
"1948",5744,"Ballaigues",35.25,"Ballaigues",32.45,-2.81,-8.66,8.66
"1949",5764,"Vallorbe",35.25,"Vallorbe",32.45,-2.81,-8.66,8.66
"1950",5765,"Vaulion",35.25,"Vaulion",32.45,-2.81,-8.66,8.66
"1951",5755,"Lignerolle",34.55,"Lignerolle",30.7,-3.85,-12.54,12.54
"1952",6422,"Les Planchettes",28.85,"Les Planchettes",34.2,5.36,15.67,15.67
"1953",6421,"La Chaux-de-Fonds",28.85,"La Chaux-de-Fonds",34.2,5.36,15.67,15.67
"1954",6436,"Le Locle",28.85,"Le Locle",32.64,3.79,11.61,11.61
"1955",6458,"Neuchâtel",28.85,"Neuchâtel",32.35,3.5,10.82,10.82
"1956",6454,"Hauterive (NE)",28.85,"Hauterive (NE)",34.2,5.36,15.67,15.67
"1957",1710,"Walchwil",21.88,"Walchwil",28.84,6.96,24.13,24.13
