"","gemeinde_nummer","gemeinde_f","total","tooltip"
"897",4071,"Jonen",36.34,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätsgenossenschaft Jonen$/td£$td style='background-color:#d13728@color:black@text-align:right@'£36.34$/td£$td style='text-align:right@'£19.95$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£14.09$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"898",5885,"Jongny",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"899",3405,"Jonschwil",27.15,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Dorfkorporation Schwarzenbach SG§ Elektrizität Wasser Gas TV$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.15$/td£$td style='text-align:right@'£12.4$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£St. Gallisch-Appenzellische Kraftwerke AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.07$/td£$td style='text-align:right@'£15.94$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.83$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"900",5804,"Jorat-Menthue",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"901",5806,"Jorat-Mézières",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"902",5585,"Jouxtens-Mézery",29.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Direction des Services industriels$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.36$/td£$td style='text-align:right@'£10.78$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£15.66$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"903",5754,"Juriens",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"904",6626,"Jussy",25.13,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Services industriels de Genève$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.13$/td£$td style='text-align:right@'£10.5$/td£$td style='text-align:right@'£1.41$/td£$td style='text-align:right@'£10.92$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"905",4252,"Kaiseraugst",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"906",4169,"Kaisten",26.28,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Kaisten§ Elektrizitätsversorgung$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.28$/td£$td style='text-align:right@'£13.02$/td£$td style='text-align:right@'£0.55$/td£$td style='text-align:right@'£10.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"907",4233,"Kallern",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"908",304,"Kallnach",27.1,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.1$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£Einwohnergemeinde Kallnach§ Stromversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.54$/td£$td style='text-align:right@'£13.68$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.56$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"909",3313,"Kaltbrunn",31.43,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätsversorgung Kaltbrunn AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.43$/td£$td style='text-align:right@'£15.6$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£13.53$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"910",2549,"Kammersrohr",28.2,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.2$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"911",564,"Kandergrund",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"912",565,"Kandersteg",29.64,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Licht- und Wasserwerk AG Kandersteg$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.64$/td£$td style='text-align:right@'£13.4$/td£$td style='text-align:right@'£0.56$/td£$td style='text-align:right@'£13.38$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"913",2580,"Kappel (SO)",31.24,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£eug Elektra Untergäu Genossenschaft$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.24$/td£$td style='text-align:right@'£17.89$/td£$td style='text-align:right@'£0.7$/td£$td style='text-align:right@'£10.35$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"914",6,"Kappel am Albis",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"915",305,"Kappelen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"916",869,"Kaufdorf",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"917",870,"Kehrsatz",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"918",4666,"Kemmental",35.8,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Technische Betriebe Kemmental§ Stromverkauf$/td£$td style='background-color:#d13728@color:black@text-align:right@'£35.8$/td£$td style='text-align:right@'£15.9$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£17.6$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"919",411,"Kernenried",31.15,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Genossenschaft Elektra§ Jegenstorf$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.15$/td£$td style='text-align:right@'£14.9$/td£$td style='text-align:right@'£0.85$/td£$td style='text-align:right@'£13.1$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"920",1404,"Kerns",26.71,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk Obwalden$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.71$/td£$td style='text-align:right@'£9.89$/td£$td style='text-align:right@'£1.4$/td£$td style='text-align:right@'£13.12$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"921",2265,"Chiètres (FR)",28.9,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.9$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"922",4426,"Kesswil",33.68,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektra Kesswil$/td£$td style='background-color:#d13728@color:black@text-align:right@'£33.68$/td£$td style='text-align:right@'£16.9$/td£$td style='text-align:right@'£0.2$/td£$td style='text-align:right@'£14.28$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"923",2492,"Kienberg",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"924",611,"Kiesen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"925",2851,"Kilchberg (BL)",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"926",135,"Kilchberg (ZH)",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
